fit_time,score_time,test_MAE,train_MAE,test_RMSE,train_RMSE,test_MAPE,train_MAPE,test_R2,train_R2
0.08151578903198242,0.0030035972595214844,2.2056716918945316,0.10623860962311542,2.680891887672876,0.15020416783582935,11.675235094460417,0.4707584179697437,0.9103082704705177,0.9997524595396475
0.08351802825927734,0.004002809524536133,0.41515931562943903,0.10598644157221977,0.5475950943916064,0.1505079186991561,2.1300424021753344,0.45953727753721463,0.9956364934324228,0.9997533806870561
0.08700251579284668,0.0035088062286376953,0.4842768220777635,0.10482643055674308,0.6531003875922938,0.15127195463533058,2.255374020840239,0.45306878941615647,0.9950105729827623,0.9997473089552974
0.07799839973449707,0.004004478454589844,0.45099014975807883,0.1071393978820006,0.6152142785823816,0.14967097657402834,1.75187529813759,0.47303717440994797,0.9954859720211956,0.9997541004504209
0.08251094818115234,0.003997802734375,0.31734898802521944,0.10081722745329533,0.4048105388341303,0.14215367752505842,1.5362357196441883,0.4414341224695596,0.9980283173735935,0.9997777166798963
0.08551931381225586,0.00299835205078125,0.4122353610744721,0.10117949876357435,0.5655327980156615,0.13847722667300255,1.7297196925750113,0.4468799207895735,0.9965228970837589,0.9997861930947435
0.07751846313476562,0.003998756408691406,0.4081187632176786,0.10612823569136316,0.5582849823573497,0.14676457731938894,1.8924422008081028,0.4686726468785377,0.9964652598026287,0.9997622902493722
0.07751703262329102,0.003998994827270508,0.7328240560556389,0.10822658676832009,0.968250700066978,0.15432754620575362,2.898825788242766,0.47799300122225813,0.9909471134624227,0.9997300716750118
0.07951736450195312,0.0029990673065185547,0.7316447950664319,0.09368148329630066,1.0064581066585814,0.13660980503935674,2.569807987585186,0.42827017125281763,0.9886998046230391,0.9997902384240408
0.07751584053039551,0.0029993057250976562,0.7419882694043612,0.09604933292190473,0.9369617529397559,0.1379387982552599,3.226953803139957,0.42286348380297034,0.9903556353799715,0.9997893238644657
